alpha,n,d,theta_star,power,power_approx_2
0.1,1000,1,0.055,0.537960980839065,0.637350936180933
0.1,1000,2,0.055,0.70507731212683,0.741733519045446
0.1,1000,10,0.055,0.993157600288714,0.979488532055902
0.1,1000,1,0.056,0.550460748167321,0.646202350095029
0.1,1000,2,0.056,0.719570844179245,0.751710548747407
0.1,1000,10,0.056,0.994711083346876,0.982306779289043
0.1,1000,1,0.057,0.562914642230577,0.654895669744829
0.1,1000,2,0.057,0.733729379076096,0.761403661942742
0.1,1000,10,0.057,0.995945193139617,0.984776834770223
0.1,1000,1,0.058,0.575310052057152,0.663431856003264
0.1,1000,2,0.058,0.747534327177925,0.770815544972147
0.1,1000,10,0.058,0.996916861422978,0.986935440205604
0.1,1000,1,0.059,0.587634583436242,0.671811968791741
0.1,1000,2,0.059,0.760968870253863,0.779949215520171
0.1,1000,10,0.059,0.997675065522609,0.988816443979692
0.1,1000,1,0.06,0.599876091582424,0.680037155187594
0.1,1000,2,0.06,0.774018012026117,0.788807990529556
0.1,1000,10,0.06,0.998261400169086,0.990450872868812
0.1,1000,1,0.061,0.612022712848078,0.688108638927866
0.1,1000,2,0.061,0.786668613970275,0.797395456546378
0.1,1000,10,0.061,0.998710749681727,0.991867031010294
0.1,1000,1,0.062,0.624062895318478,0.69602771115083
0.1,1000,2,0.062,0.798909416377005,0.805715442283536
0.1,1000,10,0.062,0.999052013874888,0.993090620027712
0.1,1000,1,0.063,0.635985428132481,0.703795722233016
0.1,1000,2,0.063,0.810731044850435,0.813771993208756
0.1,1000,10,0.063,0.999308848633586,0.994144874860223
0.1,1000,1,0.064,0.647779469381006,0.711414074594446
0.1,1000,2,0.064,0.822126002581317,0.821569347980842
0.1,1000,10,0.064,0.999500390111661,0.995050710489911
0.1,1000,1,0.065,0.659434572445734,0.718884216358327
0.1,1000,2,0.065,0.833088648886556,0.829111916574483
0.1,1000,10,0.065,0.999641939362343,0.995826875391088
0.1,1000,1,0.066,0.670940710651575,0.726207635763775
0.1,1000,2,0.066,0.843615164648938,0.836404259949261
0.1,1000,10,0.066,0.999745591474426,0.996490108128564
0.1,1000,1,0.067,0.682288300118349,0.733385856241212
0.1,1000,2,0.067,0.853703505419983,0.843451071132749
0.1,1000,10,0.067,0.999820799656022,0.997055294099688
0.1,1000,1,0.068,0.693468220709705,0.740420432070107
0.1,1000,2,0.068,0.863353343063323,0.850257157600607
0.1,1000,10,0.068,0.999874870013019,0.997535619941458
0.1,1000,1,0.069,0.704471834990448,0.747312944547712
0.1,1000,2,0.069,0.872565996914667,0.856827424848529
0.1,1000,10,0.069,0.999913386955568,0.997942723605216
0.1,1000,1,0.07,0.715291005117002,0.754064998605513
0.1,1000,2,0.07,0.88134435551623,0.863166861061714
0.1,1000,10,0.07,0.999940572267525,0.998286838535355
0.1,1000,1,0.071,0.725918107599671,0.760678219817349
0.1,1000,2,0.071,0.889692790048091,0.869280522797343
0.1,1000,10,0.071,0.999959582989749,0.998576930774281
0.1,1000,1,0.072,0.736346045889464,0.767154251749617
0.1,1000,2,0.072,0.897617060625789,0.875173521604402
0.1,1000,10,0.072,0.999972754537726,0.998820828154286
0.1,1000,1,0.073,0.746568260756463,0.773494753609743
0.1,1000,2,0.073,0.905124216662865,0.880851011513106
0.1,1000,10,0.073,0.999981796055351,0.99902534102944
0.1,1000,1,0.074,0.75657873844089,0.779701398154273
0.1,1000,2,0.074,0.912222492509103,0.886318177333337
0.1,1000,10,0.074,0.999987945060191,0.999196374249537
0.1,1000,1,0.075,0.76637201657209,0.785775869822504
0.1,1000,2,0.075,0.918921199570753,0.891580223707796
0.1,1000,10,0.075,0.999992088110924,0.999339030286293
0.1,1000,1,0.076,0.775943187864418,0.791719863065684
0.1,1000,2,0.076,0.925230616098718,0.896642364871267
0.1,1000,10,0.076,0.999994853656081,0.999457703592732
0.1,1000,1,0.077,0.785287901612474,0.797535080845442
0.1,1000,2,0.077,0.931161875795819,0.901509815072375
0.1,1000,10,0.077,0.999996682513077,0.999556166413505
0.1,1000,1,0.078,0.794402363021104,0.803223233278321
0.1,1000,2,0.078,0.936726856345915,0.906187779618622
0.1,1000,10,0.078,0.99999788066216,0.999637646370294
0.1,1000,1,0.079,0.80328333041802,0.808786036406201
0.1,1000,2,0.079,0.941938068907534,0.91068144650944
0.1,1000,10,0.079,0.999998658283068,0.999704896226176
0.1,1000,1,0.08,0.811928110408686,0.814225211074896
0.1,1000,2,0.08,0.946808549544066,0.914995978625363
0.1,1000,10,0.08,0.999999158254281,0.999760256289245
0.1,1000,1,0.081,0.820334551044211,0.819542481905512
0.1,1000,2,0.081,0.951351753483383,0.919136506444474
0.1,1000,10,0.081,0.999999476700656,0.999805709952385
0.1,1000,1,0.082,0.828501033083259,0.824739576345121
0.1,1000,2,0.082,0.955581453013545,0.923108121259867
0.1,1000,10,0.082,0.999999677626722,0.999842932885894
0.1,1000,1,0.083,0.836426459438489,0.829818223785103
0.1,1000,2,0.083,0.95951163972975,0.926915868874175
0.1,1000,10,0.083,0.99999980321223,0.999873336405687
0.1,1000,1,0.084,0.844110242906524,0.834780154737062
0.1,1000,2,0.084,0.963156431752727,0.930564743749167
0.1,1000,10,0.084,0.999999880969465,0.999898105534587
0.1,1000,1,0.085,0.851552292288128,0.839627100057609
0.1,1000,2,0.085,0.966529986441807,0.934059683590155
0.1,1000,10,0.085,0.999999928660317,0.999918232260215
0.1,1000,1,0.086,0.858752997011863,0.844360790214537
0.1,1000,2,0.086,0.969646419028717,0.9374055643464
0.1,1000,10,0.086,0.999999957634916,0.999934544472237
0.1,1000,1,0.087,0.865713210380163,0.848982954587979
0.1,1000,2,0.087,0.972519727502071,0.940607195610015
0.1,1000,10,0.087,0.999999975072371,0.999947731036013
0.1,1000,1,0.088,0.872434231561392,0.853495320801104
0.1,1000,2,0.088,0.975163723978986,0.943669316396894
0.1,1000,10,0.088,0.999999985467443,0.999958363430671
0.1,1000,1,0.089,0.878917786455073,0.857899614075732
0.1,1000,2,0.089,0.977591972710469,0.94659659129418
0.1,1000,10,0.089,0.999999991605716,0.999966914348481
0.1,1000,1,0.09,0.885166007560079,0.862197556608992
0.1,1000,2,0.09,0.979817734782196,0.949393606959532
0.1,1000,10,0.09,0.999999995196049,0.999973773620307
0.1,1000,1,0.091,0.891181412977199,0.866390866967792
0.1,1000,2,0.091,0.981853919493054,0.952064868958155
0.1,1000,10,0.091,0.999999997276172,0.999979261799708
0.1,1000,1,0.092,0.896966884678134,0.870481259498421
0.1,1000,2,0.092,0.983713042320947,0.954614798924088
0.1,1000,10,0.092,0.999999998469899,0.999983641706625
0.1,1000,1,0.093,0.902525646172669,0.874470443749124
0.1,1000,2,0.093,0.985407189319596,0.957047732032781
0.1,1000,10,0.093,0.999999999148444,0.999987128201102
0.1,1000,1,0.094,0.907861239704559,0.878360123903885
0.1,1000,2,0.094,0.986947987731636,0.959367914772348
0.1,1000,10,0.094,0.999999999530482,0.999989896428486
0.1,1000,1,0.095,0.912977503104617,0.882151998226066
0.1,1000,2,0.095,0.988346582552686,0.961579503001266
0.1,1000,10,0.095,0.999999999743533,0.999992088750353
0.1,1000,1,0.096,0.917878546426573,0.885847758510838
0.1,1000,2,0.096,0.989613618738111,0.963686560280576
0.1,1000,10,0.096,0.999999999861214,0.999993820550167
0.1,1000,1,0.097,0.922568728487677,0.889449089545652
0.1,1000,2,0.097,0.990759228709077,0.965693056468912
0.1,1000,10,0.097,0.999999999925597,0.999995185079473
0.1,1000,1,0.098,0.927052633431639,0.892957668578205
0.1,1000,2,0.098,0.991793024786937,0.967602866568884
0.1,1000,10,0.098,0.999999999960486,0.999996257489312
0.1,1000,1,0.099,0.931335047426565,0.896375164791598
0.1,1000,2,0.099,0.992724096164706,0.969419769813568
0.1,1000,10,0.099,0.999999999979211,0.999997098172467
0.1,1000,1,0.1,0.935420935604981,0.899703238786525
0.1,1000,2,0.1,0.99356101001112,0.971147448982026
0.1,1000,10,0.1,0.999999999989165,0.999997755525062
0.1,1000,1,0.101,0.939315419347021,0.9029435420705
0.1,1000,2,0.101,0.994311816295898,0.972789489932938
0.1,1000,10,0.101,0.999999999994406,0.999998268220793
0.1,1000,1,0.102,0.943023754001351,0.906097716554249
0.1,1000,2,0.102,0.994984055924002,0.974349381345612
0.1,1000,10,0.102,0.999999999997139,0.999998667077656
0.1,1000,1,0.103,0.94655130713162,0.909167394055476
0.1,1000,2,0.103,0.995584771771207,0.975830514657752
0.1,1000,10,0.103,0.99999999999855,0.999998976585181
0.1,1000,1,0.104,0.949903537369067,0.912154195810338
0.1,1000,2,0.104,0.996120522222646,0.977236184189563
0.1,1000,10,0.104,0.999999999999273,0.99999921614988
0.1,1000,1,0.105,0.953085973944588,0.915059731992975
0.1,1000,2,0.105,0.996597396829482,0.978569587443892
0.1,1000,10,0.105,0.999999999999638,0.999999401107643
0.1,1000,1,0.106,0.956104196966097,0.917885601243541
0.1,1000,2,0.106,0.997021033715935,0.979833825572273
0.1,1000,10,0.106,0.999999999999822,0.999999543544065
0.1,1000,1,0.107,0.958963818499405,0.92063339020519
0.1,1000,2,0.107,0.997396638388859,0.981031903996919
0.1,1000,10,0.107,0.999999999999913,0.999999652957059
0.1,1000,1,0.108,0.961670464503269,0.923304673070509
0.1,1000,2,0.108,0.997729003624379,0.982166733178847
0.1,1000,10,0.108,0.999999999999958,0.999999736790381
0.1,1000,1,0.109,0.964229757661698,0.925901011137908
0.1,1000,2,0.109,0.998022530130119,0.983241129522543
0.1,1000,10,0.109,0.99999999999998,0.999999800861884
0.1,1000,1,0.11,0.966647301149132,0.928423952378486
0.1,1000,2,0.11,0.998281247706818,0.984257816407714
0.1,1000,10,0.11,0.99999999999999,0.999999849706212
0.1,1000,1,0.111,0.968928663356814,0.930875031013889
0.1,1000,2,0.111,0.998508836659053,0.985219425338911
0.1,1000,10,0.111,0.999999999999996,0.999999886848175
0.1,1000,1,0.112,0.971079363601542,0.933255767105663
0.1,1000,2,0.112,0.998708649230957,0.986128497204002
0.1,1000,10,0.112,0.999999999999998,0.999999915020164
0.1,1000,1,0.113,0.973104858831129,0.935567666156624
0.1,1000,2,0.113,0.998883730868828,0.98698748363267
0.1,1000,10,0.113,1,0.999999936334538
0.1,1000,1,0.114,0.975010531334319,0.937812218724708
0.1,1000,2,0.114,0.999036841137976,0.987798748446379
0.1,1000,10,0.114,1,0.999999952419888
0.1,1000,1,0.115,0.976801677456604,0.939990900049778
0.1,1000,2,0.115,0.999170474145773,0.988564569191455
0.1,1000,10,0.115,1,0.999999964528424
0.1,1000,1,0.116,0.978483497317523,0.942105169693832
0.1,1000,2,0.116,0.999286878346412,0.989287138747173
0.1,1000,10,0.116,1,0.999999973620363
0.1,1000,1,0.117,0.980061085519431,0.944156471195015
0.1,1000,2,0.117,0.999388075625041,0.98996856700103
0.1,1000,10,0.117,1,0.999999980430021
0.1,1000,1,0.118,0.981539422832593,0.946146231735829
0.1,1000,2,0.118,0.999475879579742,0.990610882583588
0.1,1000,10,0.118,1,0.999999985517452
0.1,1000,1,0.119,0.982923368836756,0.948075861825902
0.1,1000,2,0.119,0.999551912938906,0.9912160346556
0.1,1000,10,0.119,1,0.999999989308651
0.1,1000,1,0.12,0.984217655494981,0.949946754999627
0.1,1000,2,0.12,0.99961762406909,0.991785894740348
0.1,1000,10,0.12,1,0.999999992126771
0.1,1000,1,0.121,0.985426881631693,0.951760287528966
0.1,1000,2,0.121,0.999674302544199,0.992322258594443
0.1,1000,10,0.121,1,0.999999994216298
0.1,1000,1,0.122,0.986555508283438,0.95351781815168
0.1,1000,2,0.122,0.999723093760904,0.992826848110593
0.1,1000,10,0.122,1,0.999999995761702
0.1,1000,1,0.123,0.987607854887819,0.955220687815195
0.1,1000,2,0.123,0.999765012597607,0.993301313246152
0.1,1000,10,0.123,1,0.9999999969018
0.1,1000,1,0.124,0.988588096273516,0.956870219436305
0.1,1000,2,0.124,0.999800956124991,0.993747233971522
0.1,1000,10,0.124,1,0.999999997740774
0.1,1000,1,0.125,0.989500260412134,0.958467717676849
0.1,1000,2,0.125,0.999831715385357,0.9941661222328
0.1,1000,10,0.125,1,0.999999998356605
0.1,1000,1,0.126,0.990348226890844,0.960014468735483
0.1,1000,2,0.126,0.999857986265653,0.994559423923328
0.1,1000,10,0.126,1,0.999999998807505
0.1,1000,1,0.127,0.991135726063474,0.961511740155635
0.1,1000,2,0.127,0.999880379495358,0.994928520859113
0.1,1000,10,0.127,1,0.999999999136818
0.1,1000,1,0.128,0.991866338836674,0.962960780649684
0.1,1000,2,0.128,0.9998994298054,0.995274732753343
0.1,1000,10,0.128,1,0.999999999376724
0.1,1000,1,0.129,0.992543497047205,0.96436281993938
0.1,1000,2,0.129,0.999915604288113,0.995599319185549
0.1,1000,10,0.129,1,0.999999999551058
0.1,1000,1,0.13,0.993170484386102,0.96571906861249
0.1,1000,2,0.13,0.999929310000981,0.995903481561209
0.1,1000,10,0.13,1,0.999999999677425
0.1,1000,1,0.131,0.993750437825504,0.967030717995614
0.1,1000,2,0.131,0.999940900858766,0.996188365057889
0.1,1000,10,0.131,1,0.999999999768792
0.1,1000,1,0.132,0.994286349504281,0.968298940043106
0.1,1000,2,0.132,0.999950683859572,0.996455060554296
0.1,1000,10,0.132,1,0.999999999834687
0.1,1000,1,0.133,0.994781069029197,0.96952488724197
0.1,1000,2,0.133,0.999958924690675,0.996704606538854
0.1,1000,10,0.133,1,0.999999999882093
0.1,1000,1,0.134,0.995237306149177,0.970709692532612
0.1,1000,2,0.134,0.999965852759616,0.996937990994727
0.1,1000,10,0.134,1,0.999999999916111
0.1,1000,1,0.135,0.995657633761354,0.971854469245274
0.1,1000,2,0.135,0.999971665695134,0.997156153258418
0.1,1000,10,0.135,1,0.999999999940461
0.1,1000,1,0.136,0.996044491208795,0.972960311051964
0.1,1000,2,0.136,0.999976533361287,0.997359985849373
0.1,1000,10,0.136,1,0.999999999957847
0.1,1000,1,0.137,0.996400187831284,0.974028291933662
0.1,1000,2,0.137,0.999980601426424,0.997550336268217
0.1,1000,10,0.137,1,0.99999999997023
0.1,1000,1,0.138,0.996726906732092,0.975059466162562
0.1,1000,2,0.138,0.999983994526812,0.997728008761514
0.1,1000,10,0.138,1,0.999999999979026
0.1,1000,1,0.139,0.997026708725397,0.976054868299105
0.1,1000,2,0.139,0.9999868190626,0.997893766051158
0.1,1000,10,0.139,1,0.99999999998526
0.1,1000,1,0.14,0.997301536430799,0.977015513203496
0.1,1000,2,0.14,0.99998916566162,0.998048331026735
0.1,1000,10,0.14,1,0.999999999989667
0.1,1000,1,0.141,0.997553218483303,0.977942396061429
0.1,1000,2,0.141,0.999991111344194,0.998192388399366
0.1,1000,10,0.141,1,0.999999999992774
0.1,1000,1,0.142,0.997783473829024,0.978836492423681
0.1,1000,2,0.142,0.999992721419788,0.998326586315806
0.1,1000,10,0.142,1,0.999999999994959
0.1,1000,1,0.143,0.997993916078924,0.979698758259256
0.1,1000,2,0.143,0.999994051144054,0.998451537931708
0.1,1000,10,0.143,1,0.999999999996492
0.1,1000,1,0.144,0.998186057894826,0.980530130021715
0.1,1000,2,0.144,0.999995147162462,0.998567822943165
0.1,1000,10,0.144,1,0.999999999997565
0.1,1000,1,0.145,0.998361315384005,0.981331524728336
0.1,1000,2,0.145,0.999996048764551,0.99867598907584
0.1,1000,10,0.145,1,0.999999999998314
0.1,1000,1,0.146,0.998521012480608,0.982103840051721
0.1,1000,2,0.146,0.999996788970652,0.998776553531113
0.1,1000,10,0.146,1,0.999999999998835
0.1,1000,1,0.147,0.998666385294151,0.982847954423463
0.1,1000,2,0.147,0.999997395470903,0.99887000438887
0.1,1000,10,0.147,1,0.999999999999197
0.1,1000,1,0.148,0.998798586407247,0.983564727149474
0.1,1000,2,0.148,0.999997891434464,0.998956801966682
0.1,1000,10,0.148,1,0.999999999999448
0.1,1000,1,0.149,0.998918689106595,0.984254998536562
0.1,1000,2,0.149,0.999998296205013,0.999037380135264
0.1,1000,10,0.149,1,0.999999999999622
0.1,1000,1,0.15,0.999027691533083,0.984919590029852
0.1,1000,2,0.15,0.999998625896915,0.999112147590242
0.1,1000,10,0.15,1,0.999999999999741
0.1,1000,1,0.151,0.999126520738593,0.985559304360607
0.1,1000,2,0.151,0.999998893904933,0.999181489080356
0.1,1000,10,0.151,1,0.999999999999823
0.1,1000,1,0.152,0.999216036638763,0.986174925704046
0.1,1000,2,0.152,0.999999111338868,0.999245766592363
0.1,1000,10,0.152,1,0.99999999999988
0.1,1000,1,0.153,0.999297035852557,0.986767219846712
0.1,1000,2,0.153,0.999999287393227,0.999305320492967
0.1,1000,10,0.153,1,0.999999999999918
0.1,1000,1,0.154,0.999370255420996,0.987336934362951
0.1,1000,2,0.154,0.999999429660848,0.99936047062826
0.1,1000,10,0.154,1,0.999999999999945
0.1,1000,1,0.155,0.999436376398784,0.98788479880008
0.1,1000,2,0.155,0.999999544398267,0.999411517381156
0.1,1000,10,0.155,1,0.999999999999963
0.1,1000,1,0.156,0.999496027313931,0.988411524871792
0.1,1000,2,0.156,0.999999636749714,0.999458742687473
0.1,1000,10,0.156,1,0.999999999999975
0.1,1000,1,0.157,0.999549787491653,0.988917806659359
0.1,1000,2,0.157,0.999999710935699,0.999502411011309
0.1,1000,10,0.157,1,0.999999999999983
0.1,1000,1,0.158,0.999598190239999,0.989404320820204
0.1,1000,2,0.158,0.999999770411386,0.999542770280469
0.1,1000,10,0.158,1,0.999999999999989
0.1,1000,1,0.159,0.999641725895657,0.989871726803399
0.1,1000,2,0.159,0.999999817999271,0.999580052782741
0.1,1000,10,0.159,1,0.999999999999993
0.1,1000,1,0.16,0.99968084472937,0.990320667071653
0.1,1000,2,0.16,0.999999856000058,0.999614476023858
0.1,1000,10,0.16,1,0.999999999999995
0.1,1000,1,0.161,0.999715959711242,0.990751767329362
0.1,1000,2,0.161,0.999999886285083,0.999646243548051
0.1,1000,10,0.161,1,0.999999999999997
0.1,1000,1,0.162,0.99974744913695,0.991165636756296
0.1,1000,2,0.162,0.999999910373173,0.999675545722106
0.1,1000,10,0.162,1,0.999999999999998
0.1,1000,1,0.163,0.999775659116631,0.991562868246496
0.1,1000,2,0.163,0.9999999294944,0.999702560483893
0.1,1000,10,0.163,1,0.999999999999999
0.1,1000,1,0.164,0.999800905928739,0.991944038651968
